UTC TIME SEC  ,CH2 VOLT DC  ,Converted UTC Time,Converted Local Time,Converted Amps,mA
1475537930,1.784553,2016-10-03 23:38:50.000,19:38:50.000,0.008208615455382,8.20861545538178
1475537931.296,1.644065,2016-10-03 23:38:51.296,19:38:51.296,0.00756239650414,7.56239650413983
1475537932.595,1.527759,2016-10-03 23:38:52.595,19:38:52.595,0.007027410303588,7.02741030358786
1475537933.898,1.52829,2016-10-03 23:38:53.898,19:38:53.898,0.007029852805888,7.02985280588777
1475537935.195,1.530799,2016-10-03 23:38:55.195,19:38:55.195,0.00704139374425,7.04139374425023
1475537936.745,1.539629,2016-10-03 23:38:56.745,19:38:56.745,0.007082010119595,7.08201011959522
1475537938.074,1.552251,2016-10-03 23:38:58.074,19:38:58.074,0.00714006899724,7.14006899724011
1475537939.372,1.550547,2016-10-03 23:38:59.372,19:38:59.372,0.007132230910764,7.13223091076357
1475537940.67,1.547854,2016-10-03 23:39:00.670,19:39:00.670,0.007119843606256,7.11984360625575
1475537941.968,1.725163,2016-10-03 23:39:01.968,19:39:01.968,0.007935432382705,7.93543238270469
1475537943.266,1.933449,2016-10-03 23:39:03.266,19:39:03.266,0.008893509659614,8.89350965961362
1475537944.563,2.014088,2016-10-03 23:39:04.563,19:39:04.563,0.009264434222631,9.26443422263109
1475537946.191,2.012714,2016-10-03 23:39:06.191,19:39:06.191,0.009258114075437,9.25811407543698
1475537946.91,1.998902,2016-10-03 23:39:06.910,19:39:06.910,0.009194581416743,9.19458141674333
1475537948.238,1.888897,2016-10-03 23:39:08.238,19:39:08.238,0.008688578656854,8.68857865685373
1475537949.536,1.78001,2016-10-03 23:39:09.536,19:39:09.536,0.00818771849126,8.18771849126035
1475537950.835,1.762772,2016-10-03 23:39:10.835,19:39:10.835,0.008108426862925,8.10842686292548
1475537952.133,1.76028,2016-10-03 23:39:12.133,19:39:12.133,0.008096964121435,8.09696412143514
1475537953.431,1.818864,2016-10-03 23:39:13.431,19:39:13.431,0.00836643974241,8.3664397424103
1475537954.731,1.903864,2016-10-03 23:39:14.731,19:39:14.731,0.008757424103036,8.75742410303588
1475537956.283,1.950449,2016-10-03 23:39:16.283,19:39:16.283,0.008971706531739,8.97170653173873
1475537957.645,1.95065,2016-10-03 23:39:17.645,19:39:17.645,0.008972631094756,8.97263109475621
1475537958.975,1.966899,2016-10-03 23:39:18.975,19:39:18.975,0.00904737350506,9.0473735050598
1475537960.271,2.005094,2016-10-03 23:39:20.271,19:39:20.271,0.009223063477461,9.2230634774609
1475537961.57,2.035668,2016-10-03 23:39:21.570,19:39:21.570,0.00936369825207,9.36369825206991
1475537962.868,2.03565,2016-10-03 23:39:22.868,19:39:22.868,0.009363615455382,9.36361545538179
1475537964.166,2.034221,2016-10-03 23:39:24.166,19:39:24.166,0.009357042318307,9.35704231830727
1475537965.468,1.95272,2016-10-03 23:39:25.468,19:39:25.468,0.008982152713891,8.98215271389145
1475537967.018,1.84233,2016-10-03 23:39:27.018,19:39:27.018,0.008474379024839,8.47437902483901
1475537968.346,1.827877,2016-10-03 23:39:28.346,19:39:28.346,0.008407897884085,8.40789788408464
1475537969.644,1.830222,2016-10-03 23:39:29.644,19:39:29.644,0.008418684452622,8.4186844526219
1475537970.943,1.750186,2016-10-03 23:39:30.943,19:39:30.943,0.008050533578657,8.05053357865685
1475537972.241,1.610725,2016-10-03 23:39:32.241,19:39:32.241,0.007409038638454,7.40903863845446
1475537973.539,1.526458,2016-10-03 23:39:33.539,19:39:33.539,0.007021425942962,7.02142594296228
1475537974.835,1.52741,2016-10-03 23:39:34.835,19:39:34.835,0.007025804967801,7.02580496780129
1475537976.463,1.533309,2016-10-03 23:39:36.463,19:39:36.463,0.007052939282429,7.0529392824287
1475537977.18,1.537376,2016-10-03 23:39:37.180,19:39:37.180,0.007071646734131,7.07164673413064
1475537978.508,1.549301,2016-10-03 23:39:38.508,19:39:38.508,0.007126499540018,7.1264995400184
1475537979.806,1.548605,2016-10-03 23:39:39.806,19:39:39.806,0.007123298068077,7.12329806807728
1475537981.11,1.546719,2016-10-03 23:39:41.110,19:39:41.110,0.007114622815087,7.1146228150874
1475537982.408,1.691346,2016-10-03 23:39:42.408,19:39:42.408,0.007779880404784,7.77988040478381
1475537983.705,1.901409,2016-10-03 23:39:43.705,19:39:43.705,0.008746131554738,8.74613155473781
1475537985.003,2.014162,2016-10-03 23:39:45.003,19:39:45.003,0.009264774609016,9.26477460901564
1475537986.553,2.015462,2016-10-03 23:39:46.553,19:39:46.553,0.009270754369825,9.27075436982521
1475537987.914,1.971808,2016-10-03 23:39:47.914,19:39:47.914,0.00906995400184,9.06995400183993
1475537989.245,1.858744,2016-10-03 23:39:49.245,19:39:49.245,0.008549880404784,8.54988040478381
1475537990.541,1.769165,2016-10-03 23:39:50.541,19:39:50.541,0.008137833486661,8.13783348666053
1475537991.84,1.763065,2016-10-03 23:39:51.840,19:39:51.840,0.008109774609016,8.10977460901564
1475537993.136,1.762277,2016-10-03 23:39:53.136,19:39:53.136,0.008106149954002,8.10614995400184
1475537994.435,1.842221,2016-10-03 23:39:54.435,19:39:54.435,0.008473877644894,8.4738776448942
1475537995.689,1.924509,2016-10-03 23:39:55.689,19:39:55.689,0.008852387304508,8.85238730450782
1475537997.286,1.949038,2016-10-03 23:39:57.286,19:39:57.286,0.008965216191352,8.96521619135235
1475537998.615,1.94924,2016-10-03 23:39:58.615,19:39:58.615,0.008966145354186,8.96614535418583
1475537999.913,1.976003,2016-10-03 23:39:59.913,19:39:59.913,0.009089250229991,9.0892502299908
1475538001.211,2.014015,2016-10-03 23:40:01.211,19:40:01.211,0.009264098436063,9.26409843606256
1475538002.508,2.035943,2016-10-03 23:40:02.508,19:40:02.508,0.009364963201472,9.36496320147194
1475538003.808,2.036053,2016-10-03 23:40:03.808,19:40:03.808,0.009365469181233,9.36546918123275
1475538005.109,2.021251,2016-10-03 23:40:05.109,19:40:05.109,0.009297382704692,9.29738270469181
1475538006.732,1.906025,2016-10-03 23:40:06.732,19:40:06.732,0.008767364305428,8.76736430542778
1475538008.061,1.827694,2016-10-03 23:40:08.061,19:40:08.061,0.008407056117755,8.40705611775529
1475538009.36,1.828683,2016-10-03 23:40:09.360,19:40:09.360,0.008411605335787,8.41160533578657
1475538010.658,1.829342,2016-10-03 23:40:10.658,19:40:10.658,0.008414636614535,8.41463661453542
1475538011.96,1.703895,2016-10-03 23:40:11.960,19:40:11.960,0.00783760349586,7.83760349586017
1475538013.258,1.565092,2016-10-03 23:40:13.258,19:40:13.258,0.007199135234591,7.19913523459062
1475538014.555,1.524864,2016-10-03 23:40:14.555,19:40:14.555,0.007014093836247,7.01409383624655
1475538015.854,1.526018,2016-10-03 23:40:15.854,19:40:15.854,0.007019402023919,7.01940202391904
1475538017.466,1.534115,2016-10-03 23:40:17.466,19:40:17.466,0.007056646734131,7.05664673413063
1475538018.796,1.545381,2016-10-03 23:40:18.796,19:40:18.796,0.00710846826127,7.10846826126955
1475538020.095,1.546261,2016-10-03 23:40:20.095,19:40:20.095,0.007112516099356,7.11251609935603
1475538021.393,1.544081,2016-10-03 23:40:21.393,19:40:21.393,0.00710248850046,7.10248850045998
1475538022.691,1.637617,2016-10-03 23:40:22.691,19:40:22.691,0.007532736890524,7.53273689052438
1475538023.988,1.850061,2016-10-03 23:40:23.988,19:40:23.988,0.008509940202392,8.5099402023919
1475538025.286,2.013795,2016-10-03 23:40:25.286,19:40:25.286,0.009263086476541,9.26308647654094
1475538026.913,2.015389,2016-10-03 23:40:26.913,19:40:26.913,0.009270418583257,9.27041858325667
1475538028.246,1.995733,2016-10-03 23:40:28.246,19:40:28.246,0.009180004599816,9.18000459981601
1475538029.545,1.886424,2016-10-03 23:40:29.545,19:40:29.545,0.008677203311868,8.67720331186752
1475538030.841,1.778672,2016-10-03 23:40:30.841,19:40:30.841,0.008181563937443,8.1815639374425
1475538032.141,1.766527,2016-10-03 23:40:32.141,19:40:32.141,0.008125699172033,8.12569917203312
1475538033.438,1.760591,2016-10-03 23:40:33.438,19:40:33.438,0.008098394664213,8.09839466421343
1475538034.736,1.820458,2016-10-03 23:40:34.736,19:40:34.736,0.008373771849126,8.37377184912603
1475538036.034,1.906172,2016-10-03 23:40:36.034,19:40:36.034,0.008768040478381,8.76804047838087
1475538037.649,1.94684,2016-10-03 23:40:37.649,19:40:37.649,0.008955105795768,8.95510579576817
1475538038.976,1.947701,2016-10-03 23:40:38.976,19:40:38.976,0.008959066237351,8.95906623735051
1475538040.276,1.968548,2016-10-03 23:40:40.276,19:40:40.276,0.009054958601656,9.05495860165593
1475538041.575,2.007054,2016-10-03 23:40:41.575,19:40:41.575,0.009232079116835,9.23207911683533
1475538042.873,2.036566,2016-10-03 23:40:42.873,19:40:42.873,0.009367828886845,9.36782888684453
1475538044.176,2.037189,2016-10-03 23:40:44.176,19:40:44.176,0.009370694572217,9.37069457221711
1475538045.473,2.033964,2016-10-03 23:40:45.473,19:40:45.473,0.009355860165593,9.35586016559338
1475538047.091,1.924546,2016-10-03 23:40:47.091,19:40:47.091,0.0088525574977,8.85255749770009
1475538048.421,1.833043,2016-10-03 23:40:48.421,19:40:48.421,0.008431660533579,8.43166053357866
1475538049.721,1.829159,2016-10-03 23:40:49.721,19:40:49.721,0.008413794848206,8.41379484820607
1475538051.018,1.83013,2016-10-03 23:40:51.018,19:40:51.018,0.008418261269549,8.41826126954922
1475538052.319,1.730567,2016-10-03 23:40:52.319,19:40:52.319,0.007960289788408,7.96028978840846
1475538053.616,1.590885,2016-10-03 23:40:53.616,19:40:53.616,0.007317778288868,7.31777828886845
1475538054.915,1.523563,2016-10-03 23:40:54.915,19:40:54.915,0.007008109475621,7.00810947562098
1475538056.214,1.524095,2016-10-03 23:40:56.214,19:40:56.214,0.007010556577737,7.01055657773689
1475538057.826,1.530616,2016-10-03 23:40:57.826,19:40:57.826,0.007040551977921,7.04055197792088
1475538059.156,1.541443,2016-10-03 23:40:59.156,19:40:59.156,0.007090354185833,7.09035418583257
1475538060.46,1.545601,2016-10-03 23:41:00.460,19:41:00.460,0.007109480220791,7.10948022079117
1475538061.757,1.541699,2016-10-03 23:41:01.757,19:41:01.757,0.00709153173873,7.09153173873045
1475538063.055,1.593725,2016-10-03 23:41:03.055,19:41:03.055,0.007330841766329,7.33084176632935
1475538064.353,1.810162,2016-10-03 23:41:04.353,19:41:04.353,0.008326412143514,8.32641214351426
1475538065.651,2.004453,2016-10-03 23:41:05.651,19:41:05.651,0.0092201149954,9.22011499540018
1475538067.273,2.014839,2016-10-03 23:41:07.273,19:41:07.273,0.009267888684453,9.26788868445262
1475538068.603,2.01156,2016-10-03 23:41:08.603,19:41:08.603,0.009252805887764,9.25280588776449
1475538069.901,1.908553,2016-10-03 23:41:09.901,19:41:09.901,0.008778992640294,8.77899264029439
1475538071.199,1.796954,2016-10-03 23:41:11.199,19:41:11.199,0.008265657773689,8.26565777368905
1475538072.498,1.768194,2016-10-03 23:41:12.498,19:41:12.498,0.008133367065317,8.13336706531739
1475538073.796,1.763779,2016-10-03 23:41:13.796,19:41:13.796,0.008113058877645,8.11305887764489
1475538075.096,1.806096,2016-10-03 23:41:15.096,19:41:15.096,0.008307709291628,8.30770929162834
1475538076.464,1.893843,2016-10-03 23:41:16.464,19:41:16.464,0.008711329346826,8.71132934682613
1475538078.008,1.946602,2016-10-03 23:41:18.008,19:41:18.008,0.008954011039558,8.95401103955842
1475538079.306,1.945759,2016-10-03 23:41:19.306,19:41:19.306,0.008950133394664,8.95013339466421
1475538080.604,1.959223,2016-10-03 23:41:20.604,19:41:20.604,0.009012065317387,9.0120653173873
1475538081.903,1.999561,2016-10-03 23:41:21.903,19:41:21.903,0.009197612695492,9.19761269549218
1475538083.2,2.03532,2016-10-03 23:41:23.200,19:41:23.200,0.009362097516099,9.36209751609936
1475538084.498,2.037866,2016-10-03 23:41:24.498,19:41:24.498,0.009373808647654,9.37380864765409
1475538085.796,2.038233,2016-10-03 23:41:25.796,19:41:25.796,0.009375496780129,9.37549678012879
1475538087.453,1.941582,2016-10-03 23:41:27.453,19:41:27.453,0.008930919963201,8.93091996320147
1475538088.783,1.846012,2016-10-03 23:41:28.783,19:41:28.783,0.008491315547378,8.4913155473781
1475538090.08,1.829049,2016-10-03 23:41:30.080,19:41:30.080,0.008413288868445,8.41328886844526
1475538091.378,1.830643,2016-10-03 23:41:31.378,19:41:31.378,0.008420620975161,8.42062097516099
1475538092.681,1.75473,2016-10-03 23:41:32.681,19:41:32.681,0.008071435142594,8.0714351425943
1475538093.978,1.614022,2016-10-03 23:41:33.978,19:41:33.978,0.007424204231831,7.42420423183073
1475538095.275,1.52316,2016-10-03 23:41:35.275,19:41:35.275,0.00700625574977,7.00625574977001
1475538096.638,1.522702,2016-10-03 23:41:36.638,19:41:36.638,0.007004149034039,7.00414903403864
1475538098.189,1.527282,2016-10-03 23:41:38.189,19:41:38.189,0.007025216191352,7.02521619135235
1475538099.486,1.537174,2016-10-03 23:41:39.486,19:41:39.486,0.007070717571297,7.07071757129715
1475538100.785,1.544832,2016-10-03 23:41:40.785,19:41:40.785,0.007105942962282,7.10594296228151
1475538102.085,1.540893,2016-10-03 23:41:42.085,19:41:42.085,0.007087824287029,7.08782428702852
1475538103.381,1.554962,2016-10-03 23:41:43.381,19:41:43.381,0.007152539098436,7.15253909843606
1475538104.678,1.765941,2016-10-03 23:41:44.678,19:41:44.678,0.008123003679853,8.12300367985281
1475538105.976,1.975124,2016-10-03 23:41:45.976,19:41:45.976,0.00908520699172,9.08520699172033
1475538107.633,2.014528,2016-10-03 23:41:47.633,19:41:47.633,0.009266458141674,9.26645814167433
1475538108.967,2.015884,2016-10-03 23:41:48.967,19:41:48.967,0.00927269549218,9.27269549218031
1475538110.266,1.928631,2016-10-03 23:41:50.266,19:41:50.266,0.00887134774609,8.87134774609016
1475538111.563,1.816794,2016-10-03 23:41:51.563,19:41:51.563,0.008356918123275,8.35691812327507
1475538112.863,1.767846,2016-10-03 23:41:52.863,19:41:52.863,0.008131766329347,8.13176632934683
1475538114.163,1.765703,2016-10-03 23:41:54.163,19:41:54.163,0.008121908923643,8.12190892364305
1475538115.46,1.795764,2016-10-03 23:41:55.460,19:41:55.460,0.00826018399264,8.26018399264029
1475538116.825,1.881002,2016-10-03 23:41:56.825,19:41:56.825,0.008652263109476,8.65226310947562
1475538118.368,1.945612,2016-10-03 23:41:58.368,19:41:58.368,0.008949457221711,8.94945722171113
1475538119.665,1.944861,2016-10-03 23:41:59.665,19:41:59.665,0.00894600275989,8.9460027598896
1475538120.963,1.95098,2016-10-03 23:42:00.963,19:42:00.963,0.008974149034039,8.97414903403864
1475538122.26,1.991886,2016-10-03 23:42:02.260,19:42:02.260,0.009162309107636,9.16230910763569
1475538123.558,2.031876,2016-10-03 23:42:03.558,19:42:03.558,0.00934625574977,9.34625574977001
1475538124.86,2.03706,2016-10-03 23:42:04.860,19:42:04.860,0.009370101195952,9.37010119595216
1475538126.16,2.038672,2016-10-03 23:42:06.160,19:42:06.160,0.009377516099356,9.37751609935603
1475538127.813,1.956256,2016-10-03 23:42:07.813,19:42:07.813,0.008998417663293,8.99841766329347
1475538129.145,1.860118,2016-10-03 23:42:09.145,19:42:09.145,0.008556200551978,8.55620055197792
1475538130.442,1.829416,2016-10-03 23:42:10.442,19:42:10.442,0.00841497700092,8.41497700091996
1475538131.739,1.830991,2016-10-03 23:42:11.739,19:42:11.739,0.008422221711132,8.42222171113156
1475538133.038,1.774898,2016-10-03 23:42:13.038,19:42:13.038,0.008164204231831,8.16420423183073
1475538134.335,1.632561,2016-10-03 23:42:14.335,19:42:14.335,0.007509480220791,7.50948022079117
1475538135.633,1.521658,2016-10-03 23:42:15.633,19:42:15.633,0.006999346826127,6.99934682612695
1475538136.998,1.522538,2016-10-03 23:42:16.998,19:42:16.998,0.007003394664213,7.00339466421343
1475538138.548,1.525157,2016-10-03 23:42:18.548,19:42:18.548,0.007015441582337,7.01544158233671
1475538139.846,1.533071,2016-10-03 23:42:19.846,19:42:19.846,0.007051844526219,7.05184452621895
1475538141.15,1.543879,2016-10-03 23:42:21.150,19:42:21.150,0.007101559337627,7.1015593376265
1475538142.45,1.540893,2016-10-03 23:42:22.450,19:42:22.450,0.007087824287029,7.08782428702852
1475538143.746,1.541736,2016-10-03 23:42:23.746,19:42:23.746,0.007091701931923,7.09170193192272
1475538145.045,1.736905,2016-10-03 23:42:25.045,19:42:25.045,0.007989443422263,7.98944342226311
1475538146.409,1.958527,2016-10-03 23:42:26.409,19:42:26.409,0.009008863845446,9.00886384544618
1475538147.993,2.014418,2016-10-03 23:42:27.993,19:42:27.993,0.009265952161914,9.26595216191352
1475538149.29,2.015884,2016-10-03 23:42:29.290,19:42:29.290,0.00927269549218,9.27269549218031
1475538150.588,1.94618,2016-10-03 23:42:30.588,19:42:30.588,0.008952069917203,8.95206991720331
1475538151.886,1.836871,2016-10-03 23:42:31.886,19:42:31.886,0.008449268629255,8.44926862925483
1475538153.184,1.770942,2016-10-03 23:42:33.184,19:42:33.184,0.008146007359706,8.14600735970561
1475538154.481,1.765812,2016-10-03 23:42:34.481,19:42:34.481,0.008122410303588,8.12241030358786
1475538155.781,1.785707,2016-10-03 23:42:35.781,19:42:35.781,0.008213923643054,8.21392364305428
1475538157.148,1.869919,2016-10-03 23:42:37.148,19:42:37.148,0.008601283348666,8.60128334866605
1475538158.729,1.944861,2016-10-03 23:42:38.729,19:42:38.729,0.00894600275989,8.9460027598896
1475538160.026,1.944587,2016-10-03 23:42:40.026,19:42:40.026,0.008944742410304,8.94474241030359
1475538161.324,1.946565,2016-10-03 23:42:41.324,19:42:41.324,0.008953840846366,8.95384084636615
1475538162.624,1.985694,2016-10-03 23:42:42.624,19:42:42.624,0.009133827046918,9.13382704691812
1475538163.921,2.026326,2016-10-03 23:42:43.921,19:42:43.921,0.009320726770929,9.32072677092916
1475538165.22,2.037811,2016-10-03 23:42:45.220,19:42:45.220,0.009373555657774,9.37355565777369
1475538166.581,2.038636,2016-10-03 23:42:46.581,19:42:46.581,0.00937735050598,9.37735050597976
1475538168.175,1.970032,2016-10-03 23:42:48.175,19:42:48.175,0.009061784728611,9.06178472861086
1475538169.471,1.876385,2016-10-03 23:42:49.471,19:42:49.471,0.00863102575897,8.63102575896964
1475538170.77,1.829984,2016-10-03 23:42:50.770,19:42:50.770,0.008417589696412,8.41758969641214
1475538172.068,1.830789,2016-10-03 23:42:52.068,19:42:52.068,0.008421292548298,8.42129254829807
1475538173.37,1.798567,2016-10-03 23:42:53.370,19:42:53.370,0.008273077276909,8.27307727690892
1475538174.668,1.65469,2016-10-03 23:42:54.668,19:42:54.668,0.007611269549218,7.61126954921803
1475538175.966,1.525652,2016-10-03 23:42:55.966,19:42:55.966,0.00701771849126,7.01771849126035
1475538177.385,1.522318,2016-10-03 23:42:57.385,19:42:57.385,0.007002382704692,7.00238270469181
1475538178.903,1.524809,2016-10-03 23:42:58.903,19:42:58.903,0.007013840846366,7.01384084636614
1475538180.198,1.530451,2016-10-03 23:43:00.198,19:43:00.198,0.00703979300828,7.03979300827967
1475538181.496,1.540948,2016-10-03 23:43:01.496,19:43:01.496,0.007088077276909,7.08807727690892
1475538182.796,1.540014,2016-10-03 23:43:02.796,19:43:02.796,0.007083781048758,7.08378104875805
1475538184.094,1.53864,2016-10-03 23:43:04.094,19:43:04.094,0.007077460901564,7.07746090156394
1475538185.393,1.702612,2016-10-03 23:43:05.393,19:43:05.393,0.007831701931923,7.83170193192272
1475538186.795,1.92962,2016-10-03 23:43:06.795,19:43:06.795,0.008875896964121,8.87589696412143
1475538188.347,2.013081,2016-10-03 23:43:08.347,19:43:08.347,0.009259802207912,9.25980220791168
1475538189.643,2.01592,2016-10-03 23:43:09.643,19:43:09.643,0.009272861085557,9.27286108555658
1475538190.943,1.963418,2016-10-03 23:43:10.943,19:43:10.943,0.009031361545538,9.03136154553818
1475538192.24,1.857847,2016-10-03 23:43:12.240,19:43:12.240,0.008545754369825,8.54575436982521
1475538193.538,1.774862,2016-10-03 23:43:13.538,19:43:13.538,0.008164038638454,8.16403863845446
1475538194.838,1.767626,2016-10-03 23:43:14.838,19:43:14.838,0.008130754369825,8.13075436982521
1475538196.138,1.773415,2016-10-03 23:43:16.138,19:43:16.138,0.008157382704692,8.15738270469181
1475538197.519,1.860301,2016-10-03 23:43:17.519,19:43:17.519,0.008557042318307,8.55704231830727
1475538199.081,1.946693,2016-10-03 23:43:19.081,19:43:19.081,0.008954429622815,8.95442962281509
1475538200.378,1.943909,2016-10-03 23:43:20.378,19:43:20.378,0.008941623735051,8.9416237350506
1475538201.676,1.94433,2016-10-03 23:43:21.676,19:43:21.676,0.00894356025759,8.9435602575897
1475538202.975,1.977725,2016-10-03 23:43:22.975,19:43:22.975,0.009097171113155,9.09717111315547
1475538204.276,2.018155,2016-10-03 23:43:24.276,19:43:24.276,0.009283141674333,9.28314167433303
1475538205.575,2.036914,2016-10-03 23:43:25.575,19:43:25.575,0.009369429622815,9.36942962281509
1475538206.958,2.038672,2016-10-03 23:43:26.958,19:43:26.958,0.009377516099356,9.37751609935603
1475538208.575,1.982873,2016-10-03 23:43:28.575,19:43:28.575,0.009120850965961,9.12085096596136
1475538209.871,1.891114,2016-10-03 23:43:29.871,19:43:29.871,0.008698776448942,8.69877644894204
1475538211.171,1.831357,2016-10-03 23:43:31.171,19:43:31.171,0.00842390524379,8.42390524379025
1475538212.468,1.830973,2016-10-03 23:43:32.468,19:43:32.468,0.008422138914443,8.42213891444342
1475538213.766,1.817215,2016-10-03 23:43:33.766,19:43:33.766,0.008358854645814,8.35885464581417
1475538215.045,1.676252,2016-10-03 23:43:35.045,19:43:35.045,0.007710450781969,7.71045078196872
1475538216.424,1.53221,2016-10-03 23:43:36.424,19:43:36.424,0.007047884084637,7.04788408463662
1475538217.753,1.521054,2016-10-03 23:43:37.753,19:43:37.753,0.006996568537259,6.99656853725851
1475538219.308,1.52349,2016-10-03 23:43:39.308,19:43:39.308,0.007007773689052,7.00777368905244
1475538220.61,1.528674,2016-10-03 23:43:40.610,19:43:40.610,0.007031619135235,7.03161913523459
1475538221.908,1.537229,2016-10-03 23:43:41.908,19:43:41.908,0.007070970561178,7.07097056117755
1475538223.208,1.537431,2016-10-03 23:43:43.208,19:43:43.208,0.007071899724011,7.07189972401104
1475538224.505,1.538127,2016-10-03 23:43:44.505,19:43:44.505,0.007075101195952,7.07510119595216
1475538225.804,1.673485,2016-10-03 23:43:45.804,19:43:45.804,0.007697723091076,7.69772309107636
1475538227.185,1.896701,2016-10-03 23:43:47.185,19:43:47.185,0.008724475620975,8.72447562097516
1475538228.755,2.010644,2016-10-03 23:43:48.755,19:43:48.755,0.009248592456302,9.24859245630175
1475538230.053,2.014895,2016-10-03 23:43:50.053,19:43:50.053,0.009268146274149,9.26814627414903
1475538231.351,1.977432,2016-10-03 23:43:51.351,19:43:51.351,0.009095823367065,9.09582336706532
1475538232.648,1.87208,2016-10-03 23:43:52.648,19:43:52.648,0.008611223551058,8.61122355105796
1475538233.946,1.778306,2016-10-03 23:43:53.946,19:43:53.946,0.008179880404784,8.17988040478381
1475538235.245,1.770777,2016-10-03 23:43:55.245,19:43:55.245,0.008145248390064,8.1452483900644
1475538236.642,1.770319,2016-10-03 23:43:56.642,19:43:56.642,0.008143141674333,8.14314167433303
1475538237.971,1.852223,2016-10-03 23:43:57.971,19:43:57.971,0.0085198850046,8.51988500459981
1475538239.49,1.945228,2016-10-03 23:43:59.490,19:43:59.490,0.008947690892364,8.94769089236431
1475538240.781,1.946217,2016-10-03 23:44:00.781,19:44:00.781,0.008952240110396,8.95224011039558
1475538242.079,1.94378,2016-10-03 23:44:02.079,19:44:02.079,0.008941030358786,8.94103035878565
1475538243.376,1.972743,2016-10-03 23:44:03.376,19:44:03.376,0.009074254829807,9.07425482980681
1475538244.675,2.01244,2016-10-03 23:44:04.675,19:44:04.675,0.009256853725851,9.25685372585096
1475538245.973,2.035888,2016-10-03 23:44:05.973,19:44:05.973,0.009364710211592,9.36471021159154
1475538247.358,2.038434,2016-10-03 23:44:07.358,19:44:07.358,0.009376421343146,9.37642134314627
1475538248.928,1.997546,2016-10-03 23:44:08.928,19:44:08.928,0.009188344066237,9.18834406623735
1475538250.225,1.906062,2016-10-03 23:44:10.225,19:44:10.225,0.00876753449862,8.76753449862006
1475538251.524,1.833483,2016-10-03 23:44:11.524,19:44:11.524,0.008433684452622,8.4336844526219
1475538252.828,1.833024,2016-10-03 23:44:12.828,19:44:12.828,0.008431573137075,8.43157313707452
1475538254.126,1.828353,2016-10-03 23:44:14.126,19:44:14.126,0.008410087396504,8.41008739650414
1475538255.424,1.697117,2016-10-03 23:44:15.424,19:44:15.424,0.007806425942962,7.80642594296228
1475538256.81,1.546206,2016-10-03 23:44:16.810,19:44:16.810,0.007112263109476,7.11226310947562
1475538258.138,1.519936,2016-10-03 23:44:18.138,19:44:18.138,0.006991425942962,6.99142594296228
1475538259.664,1.521512,2016-10-03 23:44:19.664,19:44:19.664,0.00699867525299,6.99867525298988
1475538260.96,1.52741,2016-10-03 23:44:20.960,19:44:20.960,0.007025804967801,7.02580496780129
1475538262.258,1.534665,2016-10-03 23:44:22.258,19:44:22.258,0.007059176632935,7.05917663293468
1475538263.556,1.53439,2016-10-03 23:44:23.556,19:44:23.556,0.007057911683533,7.05791168353266
1475538264.854,1.534884,2016-10-03 23:44:24.854,19:44:24.854,0.00706018399264,7.06018399264029
1475538266.153,1.640585,2016-10-03 23:44:26.153,19:44:26.153,0.007546389144434,7.54638914443422
1475538267.536,1.866163,2016-10-03 23:44:27.536,19:44:27.536,0.008584006439742,8.58400643974241
1475538269.106,2.007567,2016-10-03 23:44:29.106,19:44:29.106,0.009234438822447,9.2344388224471
1475538270.403,2.012037,2016-10-03 23:44:30.403,19:44:30.403,0.009255,9.255
1475538271.703,1.991116,2016-10-03 23:44:31.703,19:44:31.703,0.00915876724931,9.15876724931003
1475538273.002,1.887047,2016-10-03 23:44:33.002,19:44:33.002,0.00868006899724,8.68006899724011
1475538274.3,1.784681,2016-10-03 23:44:34.300,19:44:34.300,0.008209204231831,8.20920423183073
1475538275.598,1.774386,2016-10-03 23:44:35.598,19:44:35.598,0.008161849126035,8.16184912603496
1475538276.98,1.768542,2016-10-03 23:44:36.980,19:44:36.980,0.008134967801288,8.13496780128795
1475538278.308,1.839528,2016-10-03 23:44:38.308,19:44:38.308,0.008461490340386,8.46149034038638
1475538279.843,1.937845,2016-10-03 23:44:39.843,19:44:39.843,0.008913730450782,8.91373045078197
1475538281.14,1.948782,2016-10-03 23:44:41.140,19:44:41.140,0.008964038638454,8.96403863845446
1475538282.438,1.946125,2016-10-03 23:44:42.438,19:44:42.438,0.008951816927323,8.95181692732291
1475538283.738,1.967723,2016-10-03 23:44:43.738,19:44:43.738,0.00905116375345,9.05116375344986
1475538285.039,2.00731,2016-10-03 23:44:45.039,19:44:45.039,0.009233256669733,9.23325666973321
1475538286.34,2.035375,2016-10-03 23:44:46.340,19:44:46.340,0.00936235050598,9.36235050597976
1475538287.724,2.037262,2016-10-03 23:44:47.724,19:44:47.724,0.009371030358786,9.37103035878565
1475538289.286,2.009472,2016-10-03 23:44:49.286,19:44:49.286,0.009243201471941,9.24320147194112
1475538290.581,1.918812,2016-10-03 23:44:50.581,19:44:50.581,0.008826182152714,8.82618215271389
1475538291.881,1.836102,2016-10-03 23:44:51.881,19:44:51.881,0.008445731370745,8.44573137074517
1475538293.179,1.834747,2016-10-03 23:44:53.179,19:44:53.179,0.008439498620055,8.4394986200552
1475538294.478,1.833006,2016-10-03 23:44:54.478,19:44:54.478,0.008431490340386,8.43149034038638
