PCB: 008
ASM: 000
LOT: 00000
FW:  1470628829
CH1:  AMPS   10A
CH2:  VOLT   60V
SMPL: 0064 0125Hz
UTC TIME SEC  ,CH1 AMPS DC  ,CH2 VOLT DC  
1475538107.633,-2.404053E-05, 2.014528E000
1475538108.967,-2.404053E-05, 2.015884E000
1475538110.266,-2.404053E-05, 1.928631E000
1475538111.563,-2.404053E-05, 1.816794E000
1475538112.863,-2.884864E-05, 1.767846E000
1475538114.163,-9.616215E-06, 1.765703E000
1475538115.460,-2.404053E-05, 1.795764E000
1475538116.825,-2.404053E-05, 1.881002E000
1475538118.368,-1.923242E-05, 1.945612E000
1475538119.665,-2.404053E-05, 1.944861E000
1475538120.963,-1.923242E-05, 1.950980E000
1475538122.260,-1.442432E-05, 1.991886E000
1475538123.558,-1.923242E-05, 2.031876E000
1475538124.860,-3.365675E-05, 2.037060E000
1475538126.160,-2.404053E-05, 2.038672E000
1475538127.813,-9.616215E-06, 1.956256E000
1475538129.145,-3.365675E-05, 1.860118E000
1475538130.442,-1.923242E-05, 1.829416E000
1475538131.739,-9.616215E-06, 1.830991E000
1475538133.038,-1.923242E-05, 1.774898E000
1475538134.335,-2.884864E-05, 1.632561E000
1475538135.633,-3.365675E-05, 1.521658E000
1475538136.998,-2.404053E-05, 1.522538E000
1475538138.548,-1.442432E-05, 1.525157E000
1475538139.846,-1.923242E-05, 1.533071E000
1475538141.150,-3.846485E-05, 1.543879E000
1475538142.450,-1.442432E-05, 1.540893E000
1475538143.746,-9.616215E-06, 1.541736E000
1475538145.045,-1.442432E-05, 1.736905E000
1475538146.409,-2.884864E-05, 1.958527E000
1475538147.993,-9.616215E-06, 2.014418E000
1475538149.290,-1.923242E-05, 2.015884E000
1475538150.588,-2.404053E-05, 1.946180E000
1475538151.886,-2.404053E-05, 1.836871E000
1475538153.184,-1.442432E-05, 1.770942E000
1475538154.481,-2.884864E-05, 1.765812E000
1475538155.781,-9.616215E-06, 1.785707E000
1475538157.148,-1.923242E-05, 1.869919E000
1475538158.729,-2.404053E-05, 1.944861E000
1475538160.026,-2.404053E-05, 1.944587E000
1475538161.324,-2.884864E-05, 1.946565E000
1475538162.624,-2.404053E-05, 1.985694E000
1475538163.921,-2.884864E-05, 2.026326E000
1475538165.220,-3.846485E-05, 2.037811E000
1475538166.581,-9.616215E-06, 2.038636E000
1475538168.175,-2.404053E-05, 1.970032E000
1475538169.471,-2.884864E-05, 1.876385E000
1475538170.770,-2.404053E-05, 1.829984E000
1475538172.068,-1.923242E-05, 1.830789E000
1475538173.370,-3.365675E-05, 1.798567E000
1475538174.668,-9.616215E-06, 1.654690E000
1475538175.966,-3.846485E-05, 1.525652E000
1475538177.385,-3.846485E-05, 1.522318E000
1475538178.903,-1.923242E-05, 1.524809E000
1475538180.198,-2.404053E-05, 1.530451E000
1475538181.496,-2.404053E-05, 1.540948E000
1475538182.796,-1.923242E-05, 1.540014E000
1475538184.094,-1.923242E-05, 1.538640E000
1475538185.393,-2.404053E-05, 1.702612E000
1475538186.795,-1.923242E-05, 1.929620E000
1475538188.347,-2.884864E-05, 2.013081E000
1475538189.643,-1.442432E-05, 2.015920E000
1475538190.943,-2.884864E-05, 1.963418E000
1475538192.240,-9.616215E-06, 1.857847E000
1475538193.538,-3.365675E-05, 1.774862E000
1475538194.838,-1.442432E-05, 1.767626E000
1475538196.138,-4.808107E-06, 1.773415E000
1475538197.519,-1.442432E-05, 1.860301E000
1475538199.081,-1.923242E-05, 1.946693E000
1475538200.378,-1.923242E-05, 1.943909E000
1475538201.676,-2.404053E-05, 1.944330E000
1475538202.975,-2.404053E-05, 1.977725E000
1475538204.276,-1.923242E-05, 2.018155E000
1475538205.575,-2.404053E-05, 2.036914E000
1475538206.958,-1.923242E-05, 2.038672E000
1475538208.575,-2.404053E-05, 1.982873E000
1475538209.871,-1.923242E-05, 1.891114E000
1475538211.171,-1.442432E-05, 1.831357E000
1475538212.468,-2.404053E-05, 1.830973E000
1475538213.766,-1.442432E-05, 1.817215E000
1475538215.045,-3.365675E-05, 1.676252E000
1475538216.424,-1.923242E-05, 1.532210E000
1475538217.753, 9.616215E-06, 1.521054E000
1475538219.308,-2.404053E-05, 1.523490E000
1475538220.610,-2.404053E-05, 1.528674E000
1475538221.908,-2.404053E-05, 1.537229E000
1475538223.208,-3.365675E-05, 1.537431E000
1475538224.505,-1.923242E-05, 1.538127E000
1475538225.804,-2.884864E-05, 1.673485E000
1475538227.185,-1.923242E-05, 1.896701E000
1475538228.755,-2.404053E-05, 2.010644E000
1475538230.053,-2.884864E-05, 2.014895E000
1475538231.351,-1.923242E-05, 1.977432E000
1475538232.648,-1.923242E-05, 1.872080E000
1475538233.946,-1.923242E-05, 1.778306E000
1475538235.245,-9.616215E-06, 1.770777E000
1475538236.642,-2.404053E-05, 1.770319E000
1475538237.971,-2.404053E-05, 1.852223E000
1475538239.490,-2.404053E-05, 1.945228E000
1475538240.781,-1.923242E-05, 1.946217E000
1475538242.079,-1.923242E-05, 1.943780E000
1475538243.376,-2.404053E-05, 1.972743E000
1475538244.675,-1.442432E-05, 2.012440E000
1475538245.973,-2.404053E-05, 2.035888E000
1475538247.358,-3.365675E-05, 2.038434E000
1475538248.928,-1.442432E-05, 1.997546E000
1475538250.225,-9.616215E-06, 1.906062E000
1475538251.524,-4.808107E-06, 1.833483E000
1475538252.828,-9.616215E-06, 1.833024E000
1475538254.126,-1.442432E-05, 1.828353E000
1475538255.424,-9.616215E-06, 1.697117E000
1475538256.810,-1.442432E-05, 1.546206E000
1475538258.138,-1.923242E-05, 1.519936E000
1475538259.664,-2.884864E-05, 1.521512E000
1475538260.960,-2.404053E-05, 1.527410E000
1475538262.258,-9.616215E-06, 1.534665E000
1475538263.556,-1.923242E-05, 1.534390E000
1475538264.854,-1.442432E-05, 1.534884E000
1475538266.153,-3.846485E-05, 1.640585E000
1475538267.536,-1.442432E-05, 1.866163E000
1475538269.106,-2.884864E-05, 2.007567E000
1475538270.403,-2.404053E-05, 2.012037E000
1475538271.703,-1.923242E-05, 1.991116E000
1475538273.002,-1.923242E-05, 1.887047E000
1475538274.300,-2.884864E-05, 1.784681E000
1475538275.598,-2.884864E-05, 1.774386E000
1475538276.980,-2.884864E-05, 1.768542E000
1475538278.308,-2.404053E-05, 1.839528E000
1475538279.843,-2.884864E-05, 1.937845E000
1475538281.140,-1.442432E-05, 1.948782E000
1475538282.438,-9.616215E-06, 1.946125E000
1475538283.738,-2.884864E-05, 1.967723E000
1475538285.039,-1.923242E-05, 2.007310E000
1475538286.340,-3.846485E-05, 2.035375E000
1475538287.724,-1.923242E-05, 2.037262E000
1475538289.286,-1.923242E-05, 2.009472E000
1475538290.581,-1.923242E-05, 1.918812E000
1475538291.881,-1.442432E-05, 1.836102E000
1475538293.179,-4.808107E-05, 1.834747E000
1475538294.478,-3.365675E-05, 1.833006E000
1475538295.778,-1.923242E-05, 1.717267E000
1475538297.158,-2.404053E-05, 1.566796E000
1475538298.486,-4.808107E-06, 1.519277E000
1475538300.020,-2.404053E-05, 1.520449E000
1475538301.321,-1.923242E-05, 1.526586E000
1475538302.618,-4.808107E-06, 1.533657E000
1475538303.913,-1.442432E-05, 1.534170E000
1475538305.210, 0.000000E000, 1.532466E000
1475538306.590,-2.404053E-05, 1.622009E000
1475538307.918,-1.923242E-05, 1.841854E000
1475538309.458,-9.616215E-06, 2.007805E000
1475538310.755,-1.923242E-05, 2.009417E000
1475538312.051,-2.884864E-05, 2.001778E000
1475538313.348,-4.808107E-06, 1.901922E000
1475538314.644, 4.808107E-06, 1.795123E000
1475538315.941,-1.923242E-05, 1.778031E000
1475538317.340,-1.442432E-05, 1.771968E000
1475538318.669,-4.808107E-06, 1.829690E000
1475538320.190,-2.404053E-05, 1.926433E000
1475538321.485,-2.404053E-05, 1.949826E000
1475538322.783,-1.923242E-05, 1.948782E000
1475538324.081,-1.442432E-05, 1.964334E000
1475538325.380,-2.884864E-05, 2.001723E000
1475538326.764,-1.923242E-05, 2.035540E000
1475538328.093,-1.442432E-05, 2.036840E000
1475538329.633,-4.808107E-06, 2.021288E000
1475538330.930,-2.404053E-05, 1.931140E000
1475538332.230,-2.404053E-05, 1.842935E000
1475538333.531,-1.923242E-05, 1.835937E000
1475538334.830,-1.442432E-05, 1.834673E000
1475538336.129,-1.923242E-05, 1.738701E000
1475538337.510,-1.923242E-05, 1.586067E000
1475538338.836,-1.923242E-05, 1.519552E000
1475538340.365,-2.404053E-05, 1.519918E000
1475538341.661,-2.404053E-05, 1.525102E000
1475538342.960,-1.442432E-05, 1.532008E000
1475538344.258,-3.846485E-05, 1.534188E000
1475538345.555,-2.884864E-05, 1.530598E000
1475538346.938,-1.923242E-05, 1.587112E000
1475538348.270,-1.442432E-05, 1.809814E000
1475538349.808,-1.923242E-05, 2.007842E000
1475538351.105, 4.808107E-06, 2.008886E000
1475538352.403,-1.923242E-05, 2.007054E000
1475538353.700,-1.442432E-05, 1.915166E000
1475538354.998,-2.404053E-05, 1.810382E000
1475538356.296,-3.846485E-05, 1.778343E000
1475538357.678,-1.923242E-05, 1.775466E000
1475538359.007,-1.923242E-05, 1.819249E000
1475538360.543,-1.923242E-05, 1.913041E000
1475538361.841,-2.884864E-05, 1.949514E000
1475538363.139,-2.404053E-05, 1.948580E000
1475538364.442,-1.442432E-05, 1.960139E000
1475538365.695,-2.404053E-05, 1.996630E000
1475538367.071,-2.404053E-05, 2.034148E000
1475538368.401,-4.808107E-06, 2.036950E000
1475538369.990,-1.442432E-05, 2.030869E000
1475538371.288,-1.442432E-05, 1.944587E000
1475538372.586,-9.616215E-06, 1.855575E000
1475538373.883,-1.442432E-05, 1.835791E000
1475538375.181,-1.923242E-05, 1.836047E000
1475538376.548,-1.923242E-05, 1.756946E000
1475538377.876,-1.442432E-05, 1.609039E000
1475538379.176,-2.404053E-05, 1.519845E000
1475538380.725,-9.616215E-06, 1.518984E000
1475538382.021,-2.884864E-05, 1.523692E000
1475538383.318,-9.616215E-06, 1.530140E000
1475538384.616,-2.404053E-05, 1.534884E000
1475538385.915,-1.923242E-05, 1.530873E000
1475538387.292,-1.442432E-05, 1.552544E000
1475538388.621,-1.923242E-05, 1.771803E000
1475538390.171,-9.616215E-06, 2.003427E000
1475538391.468,-2.404053E-05, 2.009197E000
1475538392.768,-1.923242E-05, 2.008977E000
1475538394.066,-4.327297E-05, 1.928997E000
1475538395.365,-1.442432E-05, 1.824689E000
1475538396.740,-2.884864E-05, 1.778196E000
1475538398.069,-4.327297E-05, 1.777555E000
1475538399.366,-1.442432E-05, 1.809906E000
1475538400.903,-9.616215E-06, 1.901977E000
1475538402.201,-2.884864E-05, 1.949551E000
1475538403.498,-1.923242E-05, 1.948030E000
1475538404.796,-9.616215E-06, 1.954002E000
1475538406.095,-1.442432E-05, 1.994029E000
1475538407.453,-1.442432E-05, 2.034569E000
1475538408.780,-3.365675E-05, 2.037372E000
1475538410.350,-2.884864E-05, 2.036859E000
1475538411.646,-1.442432E-05, 1.958527E000
1475538412.950,-2.884864E-05, 1.868801E000
1475538414.248,-1.442432E-05, 1.835699E000
1475538415.545,-1.923242E-05, 1.836358E000
1475538416.908,-1.923242E-05, 1.781182E000
1475538418.236,-9.616215E-06, 1.633330E000
1475538419.533,-4.808107E-06, 1.520779E000
1475538421.084,-2.884864E-05, 1.518910E000
1475538422.381,-2.404053E-05, 1.521548E000
1475538423.680,-2.404053E-05, 1.527630E000
1475538424.979,-1.923242E-05, 1.535288E000
1475538426.276,-1.923242E-05, 1.530854E000
1475538427.638,-1.442432E-05, 1.533804E000
1475538428.971,-2.404053E-05, 1.734689E000
1475538430.528,-1.923242E-05, 1.984632E000
1475538431.827,-2.884864E-05, 2.008373E000
1475538433.126,-9.616215E-06, 2.008977E000
1475538434.423,-2.404053E-05, 1.944568E000
1475538435.696,-2.884864E-05, 1.840499E000
1475538437.058,-4.808107E-06, 1.775595E000
1475538438.388,-3.365675E-05, 1.777079E000
1475538439.683, 0.000000E000, 1.797779E000
1475538441.259,-4.808107E-06, 1.892543E000
1475538442.555,-2.404053E-05, 1.950192E000
1475538443.851,-2.884864E-05, 1.948415E000
1475538445.154,-1.923242E-05, 1.949936E000
1475538446.511,-2.884864E-05, 1.990604E000
1475538447.836,-2.404053E-05, 2.032536E000
1475538449.130,-1.923242E-05, 2.039570E000
1475538450.683,-1.923242E-05, 2.036804E000
1475538451.978,-1.923242E-05, 1.971735E000
1475538453.277,-2.404053E-05, 1.881130E000
1475538454.573,-2.884864E-05, 1.833922E000
1475538455.868,-3.365675E-05, 1.836102E000
1475538457.231,-2.404053E-05, 1.802139E000
1475538458.558,-9.616215E-06, 1.654214E000
1475538459.853,-1.923242E-05, 1.525267E000
1475538461.401,-2.884864E-05, 1.519295E000
1475538462.695,-4.808107E-06, 1.520174E000
1475538463.991,-1.923242E-05, 1.524809E000
1475538465.285,-1.923242E-05, 1.533694E000
1475538466.643,-1.442432E-05, 1.531679E000
1475538467.973,-1.923242E-05, 1.530433E000
1475538469.271,-1.923242E-05, 1.705177E000
1475538470.835,-1.442432E-05, 1.959370E000
1475538472.130,-1.442432E-05, 2.006101E000
1475538473.427,-1.923242E-05, 2.007970E000
1475538474.723,-1.923242E-05, 1.957190E000
1475538476.020,-1.923242E-05, 1.850721E000
1475538477.383, 0.000000E000, 1.772645E000
1475538478.705,-4.808107E-06, 1.774679E000
1475538480.001,-1.442432E-05, 1.789572E000
1475538481.550,-1.923242E-05, 1.886186E000
1475538482.846,-9.616215E-06, 1.953508E000
1475538484.142,-2.884864E-05, 1.948635E000
1475538485.438,-1.442432E-05, 1.948562E000
1475538486.799,-3.365675E-05, 1.984339E000
1475538488.125,-2.404053E-05, 2.028377E000
1475538489.413,-1.923242E-05, 2.042922E000
1475538490.971,-4.808107E-06, 2.038856E000
1475538492.266,-1.442432E-05, 1.983844E000
1475538493.568,-1.923242E-05, 1.893074E000
1475538494.861,-3.365675E-05, 1.832860E000
1475538496.158,-1.923242E-05, 1.834435E000
1475538497.518,-1.442432E-05, 1.818937E000
1475538498.844,-2.404053E-05, 1.673192E000
1475538500.139,-1.923242E-05, 1.535526E000
1475538501.733,-2.884864E-05, 1.520926E000
1475538503.028,-2.404053E-05, 1.520321E000
1475538504.325,-3.365675E-05, 1.523435E000
1475538505.620,-2.404053E-05, 1.531477E000
1475538506.979,-4.808107E-06, 1.531239E000
1475538508.306,-1.442432E-05, 1.531459E000
1475538509.608,-1.442432E-05, 1.684458E000
1475538511.211,-1.923242E-05, 1.944989E000
1475538512.505,-9.616215E-06, 2.004013E000
1475538513.801,-9.616215E-06, 2.006889E000
1475538515.050,-2.404053E-05, 1.964719E000
1475538516.408,-2.884864E-05, 1.857224E000
1475538517.736,-4.808107E-06, 1.771748E000
1475538519.035,-1.923242E-05, 1.772059E000
1475538520.328,-1.442432E-05, 1.780303E000
1475538521.471, 4.808107E-06, 1.852735E000
1475538522.766, 0.000000E000, 1.933320E000
1475538524.066,-2.404053E-05, 1.953233E000
1475538525.363,-9.616215E-06, 1.948507E000
1475538526.723,-2.884864E-05, 1.967119E000
1475538528.052,-2.404053E-05, 2.008977E000
1475538529.348,-1.442432E-05, 2.042758E000
1475538530.644,-1.923242E-05, 2.044205E000
1475538532.198,-1.923242E-05, 2.025538E000
1475538533.491,-9.616215E-06, 1.933082E000
1475538534.788,-2.404053E-05, 1.843356E000
1475538536.086,-2.404053E-05, 1.833043E000
1475538537.449,-2.404053E-05, 1.833720E000
1475538538.470,-1.442432E-05, 1.768725E000
1475538539.771,-1.923242E-05, 1.626552E000
1475538541.071,-2.404053E-05, 1.523820E000
1475538542.370,-2.884864E-05, 1.521457E000
1475538543.666,-2.884864E-05, 1.521219E000
1475538544.965,-2.884864E-05, 1.522739E000
CH1:  AMPS   10A
CH2:  OHMS   1kO
SMPL: 0064 0125Hz
UTC TIME SEC  ,CH1 AMPS DC  ,CH2 OHMS DC  
1475538573.077,-3.365675E-05, 2.171436E002
1475538574.440,-1.923242E-05, 8.536994E002
1475538575.773,-1.442432E-05,-1.883258E-01
1475538577.135,-1.923242E-05,-1.786403E-01
1475538578.488,-2.884864E-05, 6.728172E-04
1475538579.790,-1.923242E-05,-1.331663E-02
1475538581.088,-2.884864E-05, 1.261950E003
CH1:  AMPS   10A
CH2:  OHMS  10kO
SMPL: 0064 0125Hz
UTC TIME SEC  ,CH1 AMPS DC  ,CH2 OHMS DC  
CH1:  AMPS   10A
CH2:  OHMS   1kO
SMPL: 0064 0125Hz
UTC TIME SEC  ,CH1 AMPS DC  ,CH2 OHMS DC  
1475538582.733,-2.404053E-05, 2.173326E002
1475538584.031,-2.884864E-05, 2.173337E002
1475538585.330,-2.884864E-05, 2.173333E002
1475538586.692,-1.442432E-05, 2.173329E002
1475538588.021,-1.923242E-05, 2.173475E002
1475538589.321,-3.365675E-05, 2.173501E002
1475538590.623,-1.923242E-05, 2.173518E002
1475538592.137,-2.884864E-05, 2.173410E002
1475538593.435,-2.884864E-05, 2.173419E002
1475538594.734,-2.884864E-05, 2.173428E002
1475538596.030,-1.442432E-05, 2.173409E002
1475538597.393,-2.404053E-05, 2.173434E002
1475538598.723,-2.884864E-05, 2.173392E002
1475538600.020,-1.923242E-05, 2.173389E002
1475538601.318,-1.923242E-05, 2.173316E002
1475538602.873,-1.442432E-05, 5.290188E002
1475538604.170,-1.923242E-05, 2.178461E002
CH1:  AMPS   10A
CH2:  OHMS  10kO
SMPL: 0064 0125Hz
UTC TIME SEC  ,CH1 AMPS DC  ,CH2 OHMS DC  
1475538605.496,-2.404053E-05,-5.061006E006
CH1:  AMPS   10A
CH2:  OHMS 100kO
SMPL: 0064 0125Hz
UTC TIME SEC  ,CH1 AMPS DC  ,CH2 OHMS DC  
CH1:  AMPS   10A
CH2:  OHMS   1MO
SMPL: 0064 0125Hz
UTC TIME SEC  ,CH1 AMPS DC  ,CH2 OHMS DC  
1475538606.910,-2.404053E-05, 1.270936E006
CH1:  AMPS   10A
CH2:  OHMS  10MO
SMPL: 0064 0125Hz
UTC TIME SEC  ,CH1 AMPS DC  ,CH2 OHMS DC  
1475538608.237,-2.884864E-05, 1.629742E009
1475538609.534,-1.923242E-05, 1.291770E009
1475538610.837,-2.884864E-05,-5.334731E009
1475538612.317,-4.808107E-06,-5.183528E009
1475538613.605,-1.923242E-05,-5.156074E009
1475538614.905,-1.442432E-05,-5.165428E009
1475538616.205,-1.923242E-05,-5.067250E009
1475538617.566,-9.616215E-06,-5.122119E009
1475538618.936,-1.923242E-05,-5.076627E009
1475538620.234,-3.365675E-05,-5.115867E009
1475538621.532,-1.923242E-05,-5.151849E009
1475538623.041,-1.442432E-05,-5.114654E009
1475538624.339,-2.404053E-05,-5.133620E009
1475538625.641,-9.616215E-06,-5.133620E009
1475538627.006,-1.923242E-05,-5.156426E009
1475538628.335,-1.923242E-05,-5.099099E009
1475538629.634,-1.442432E-05,-5.144472E009
1475538630.933,-2.404053E-05,-5.131002E009
1475538632.486,-2.404053E-05,-5.156426E009
1475538633.783,-2.884864E-05,-5.111708E009
CH1:  AMPS   10A
CH2:  VOLT   60V
SMPL: 0064 0125Hz
UTC TIME SEC  ,CH1 AMPS DC  ,CH2 VOLT DC  
CH1:  AMPS   10A
CH2:  VOLT  600V
SMPL: 0064 0125Hz
UTC TIME SEC  ,CH1 AMPS DC  ,CH2 VOLT DC  
1475538635.269,-4.808107E-06, 1.877487E000
CH1:  AMPS   10A
CH2:  VOLT   60V
SMPL: 0064 0125Hz
UTC TIME SEC  ,CH1 AMPS DC  ,CH2 VOLT DC  
1475538636.640,-1.442432E-05, 1.885068E000
1475538637.936,-9.616215E-06, 1.920314E000
1475538639.566,-9.616215E-06, 1.951273E000
1475538640.864,-9.616215E-06, 1.948122E000
1475538642.576,-2.404053E-05, 1.927953E000
1475538643.230,-1.442432E-05, 1.889648E000
1475538644.528,-4.808107E-06, 1.811994E000
1475538645.826,-2.404053E-05, 1.773598E000
1475538647.196,-1.923242E-05, 1.773378E000
1475538648.523,-1.442432E-05, 1.729559E000
1475538649.826,-2.404053E-05, 1.591563E000
1475538651.123,-2.884864E-05, 1.475293E000
1475538652.715,-1.923242E-05, 1.474927E000
1475538654.013,-2.884864E-05, 1.477070E000
1475538655.313,-1.442432E-05, 1.482841E000
1475538656.674,-4.808107E-06, 1.493136E000
1475538658.003,-2.404053E-05, 1.492275E000
1475538659.301,-1.442432E-05, 1.492714E000
1475538660.599,-1.923242E-05, 1.674823E000
1475538661.898,-2.884864E-05, 1.866310E000
1475538663.450,-1.442432E-05, 1.919123E000
1475538664.745,-1.442432E-05, 1.916962E000
1475538666.045,-2.884864E-05, 1.858030E000
1475538667.408,-2.884864E-05, 1.752238E000
1475538668.735,-2.884864E-05, 1.695578E000
1475538670.034,-1.923242E-05, 1.696109E000
1475538671.331,-1.923242E-05, 1.715454E000
1475538672.891,-4.808107E-06, 1.811408E000
1475538674.190,-3.365675E-05, 1.872612E000
1475538675.488,-1.923242E-05, 1.870652E000
1475538676.851,-1.442432E-05, 1.872300E000
1475538678.180,-4.808107E-06, 1.907729E000
1475538679.478,-3.365675E-05, 1.942663E000
1475538680.780,-4.808107E-06, 1.947463E000
1475538682.078,-1.442432E-05, 1.947554E000
1475538683.628,-1.442432E-05, 1.893495E000
1475538684.925,-2.884864E-05, 1.815493E000
1475538686.223,-1.923242E-05, 1.772719E000
1475538687.588,-2.404053E-05, 1.773781E000
1475538688.917,-1.442432E-05, 1.740020E000
1475538690.216,-1.442432E-05, 1.599825E000
1475538691.515,-1.923242E-05, 1.475037E000
1475538693.073, 0.000000E000, 1.475000E000
1475538694.369,-2.404053E-05, 1.476429E000
1475538695.669,-1.923242E-05, 1.481668E000
1475538697.046,-3.846485E-05, 1.492440E000
1475538698.376,-1.923242E-05, 1.492311E000
1475538699.674,-1.442432E-05, 1.489106E000
1475538700.973,-9.616215E-06, 1.658427E000
1475538702.271,-4.808107E-06, 1.853303E000
1475538703.806,-1.442432E-05, 1.921999E000
1475538705.105,-2.404053E-05, 1.919673E000
1475538706.465,-1.923242E-05, 1.865779E000
1475538707.793,-9.616215E-06, 1.760555E000
1475538709.090,-1.923242E-05, 1.693105E000
1475538710.390,-2.404053E-05, 1.696622E000
1475538711.686,-9.616215E-06, 1.706184E000
1475538713.253, 0.000000E000, 1.803806E000
1475538714.548,-1.923242E-05, 1.875048E000
1475538715.848,-2.884864E-05, 1.872282E000
1475538717.210,-2.884864E-05, 1.870743E000
1475538718.538,-1.442432E-05, 1.904303E000
1475538719.838,-2.404053E-05, 1.939860E000
1475538721.135,-2.404053E-05, 1.950046E000
1475538722.434,-2.884864E-05, 1.948891E000
1475538723.988,-1.923242E-05, 1.903827E000
1475538725.283,-4.808107E-06, 1.822198E000
